voltage,current,mAh,Wh,D+,D-,temperature,duration
8.96,3.87,1313,11.42,0.13,3.24,35,0:17:15
8.96,3.88,1314,11.43,0.12,3.25,35,0:17:16
8.98,3.87,1315,11.43,0.1,3.25,36,0:17:17
8.98,3.89,1316,11.44,3.48,3.25,35,0:17:18
8.97,3.89,1317,11.45,0.1,3.24,35,0:17:19
8.99,3.86,1319,11.46,0.12,3.25,36,0:17:20
8.96,3.92,1320,11.47,0.12,3.24,36,0:17:21
8.95,3.89,1321,11.48,0.12,3.24,35,0:17:22
8.98,3.9,1322,11.49,0.12,3.25,35,0:17:23
8.97,3.88,1323,11.5,0.12,3.25,35,0:17:24
8.98,3.94,1324,11.51,0.09,1.99,35,0:17:25
8.98,3.88,1325,11.52,3.48,3.25,35,0:17:26
8.98,3.89,1326,11.53,0.13,3.25,35,0:17:27
8.99,3.92,1327,11.54,0.12,3.25,35,0:17:28
8.97,3.9,1328,11.55,0.12,3.25,35,0:17:29
8.98,3.93,1329,11.56,0.12,3.25,35,0:17:30
8.98,3.91,1331,11.57,0.12,3.25,36,0:17:31
8.98,3.89,1332,11.58,3.48,2.3,35,0:17:32
8.98,3.94,1333,11.59,0.12,3.24,36,0:17:33
8.97,3.91,1334,11.6,0.12,3.25,35,0:17:34
8.95,3.88,1335,11.61,0.12,3.25,35,0:17:35
8.96,3.88,1336,11.62,3.48,3.25,35,0:17:36
8.95,3.89,1337,11.63,0.12,3.24,35,0:17:37
8.96,3.86,1338,11.64,0.12,3.25,36,0:17:38
8.97,3.88,1339,11.65,0.12,3.25,35,0:17:39
8.99,3.91,1340,11.66,0.12,3.24,35,0:17:40
8.98,3.92,1341,11.67,3.48,3.24,35,0:17:41
8.97,3.89,1342,11.68,0.12,3.25,35,0:17:42
8.97,3.88,1344,11.69,0.12,3.25,35,0:17:43
8.96,3.86,1345,11.7,0.12,3.25,35,0:17:44
8.98,3.89,1346,11.71,3.48,3.25,35,0:17:45
8.97,3.88,1347,11.72,0.12,3.24,35,0:17:46
8.97,3.88,1348,11.73,0.12,3.25,35,0:17:47
8.99,3.87,1349,11.74,0.12,3.25,35,0:17:48
8.98,3.88,1350,11.75,0.13,3.25,35,0:17:49
8.98,3.91,1351,11.76,3.48,3.25,35,0:17:50
8.99,3.88,1352,11.77,3.48,3.24,35,0:17:51
8.98,3.91,1353,11.78,0.12,3.25,35,0:17:52
8.99,3.91,1354,11.78,0.09,3.25,35,0:17:53
8.99,3.88,1355,11.79,0.09,3.24,35,0:17:54
8.99,3.93,1356,11.8,3.48,3.24,35,0:17:55
8.98,3.93,1358,11.81,0.12,3.25,35,0:17:56
9.0,3.9,1359,11.82,0.12,3.24,35,0:17:57
8.99,3.92,1360,11.83,0.12,3.25,35,0:17:58
8.99,3.9,1361,11.84,0.1,3.25,36,0:17:59
9.0,3.83,1362,11.85,0.12,3.24,35,0:18:00
9.0,3.88,1363,11.86,0.12,3.25,35,0:18:01
9.0,3.89,1364,11.87,0.12,3.24,35,0:18:02
9.0,3.9,1365,11.88,0.12,3.25,35,0:18:03
9.0,3.91,1366,11.89,3.48,3.25,35,0:18:04
9.0,3.94,1367,11.9,0.12,3.25,35,0:18:05
9.01,3.94,1368,11.91,0.12,3.25,35,0:18:06
9.01,3.91,1370,11.92,0.12,3.24,35,0:18:07
9.0,3.9,1371,11.93,0.12,3.25,35,0:18:08
9.0,3.89,1372,11.94,3.48,3.25,35,0:18:09
9.02,3.9,1373,11.95,0.14,3.25,35,0:18:10
9.0,3.9,1374,11.96,0.12,3.24,35,0:18:11
9.01,3.94,1375,11.97,0.12,3.25,35,0:18:12
9.0,3.88,1376,11.98,0.09,3.24,35,0:18:13
9.02,3.87,1377,11.99,0.09,3.25,35,0:18:14
9.02,3.9,1378,12.0,0.12,3.25,35,0:18:15
9.01,3.9,1379,12.01,0.12,3.24,35,0:18:16
9.02,3.91,1380,12.02,0.12,3.25,35,0:18:17
9.03,3.89,1381,12.03,0.12,3.25,35,0:18:18
9.03,3.87,1383,12.04,3.48,3.25,35,0:18:19
9.02,3.9,1384,12.05,0.12,3.25,35,0:18:20
9.04,3.9,1385,12.06,0.12,3.24,35,0:18:21
9.04,3.88,1386,12.07,0.12,3.24,35,0:18:22
9.03,3.88,1387,12.08,3.24,3.24,35,0:18:23
8.92,3.1,1388,12.09,0.12,3.28,35,0:18:24
8.93,3.1,1389,12.09,3.47,3.28,35,0:18:25
8.91,3.09,1389,12.1,0.12,3.28,35,0:18:26
8.91,3.07,1390,12.11,0.12,3.28,35,0:18:27
8.91,3.08,1391,12.12,0.12,3.28,36,0:18:28
8.91,3.1,1392,12.12,0.12,3.28,35,0:18:29
8.91,3.11,1393,12.13,3.47,3.28,35,0:18:30
8.91,3.06,1394,12.14,0.12,3.28,35,0:18:31
8.91,3.12,1395,12.15,0.11,3.28,35,0:18:32
8.92,3.13,1396,12.15,0.12,3.28,35,0:18:33
8.91,3.06,1396,12.16,3.48,3.28,35,0:18:34
8.91,3.08,1397,12.17,0.12,3.28,35,0:18:35
8.91,3.07,1398,12.18,0.12,3.28,35,0:18:36
8.91,3.12,1399,12.19,0.12,3.28,35,0:18:37
8.93,3.07,1400,12.19,0.12,3.27,35,0:18:38
8.91,3.1,1401,12.2,0.12,3.28,35,0:18:39
8.91,3.1,1402,12.21,0.12,3.28,36,0:18:40
8.91,3.1,1402,12.22,0.12,3.28,35,0:18:41
8.91,3.1,1403,12.22,0.12,3.28,35,0:18:42
8.92,3.09,1404,12.23,3.28,3.28,35,0:18:43
8.93,3.09,1405,12.24,3.47,3.28,35,0:18:44
8.94,3.11,1406,12.25,3.47,3.28,35,0:18:45
8.93,3.12,1407,12.25,0.12,3.28,35,0:18:46
8.92,3.06,1408,12.26,0.12,3.28,35,0:18:47
8.92,3.08,1408,12.27,0.12,3.28,35,0:18:48
8.92,3.11,1409,12.28,0.12,3.28,35,0:18:49
8.93,3.08,1410,12.29,3.47,3.28,35,0:18:50
8.92,3.12,1411,12.29,0.11,3.29,35,0:18:51
8.91,3.07,1412,12.3,0.12,3.28,35,0:18:52
8.93,3.07,1413,12.31,0.12,3.28,35,0:18:53
8.91,3.08,1414,12.32,0.1,1.69,35,0:18:54
8.94,3.1,1414,12.32,0.12,3.28,35,0:18:55
8.95,3.08,1415,12.33,0.12,3.28,35,0:18:56
8.94,3.09,1416,12.34,0.11,3.28,35,0:18:57
8.91,3.06,1417,12.35,0.1,3.28,35,0:18:58
8.95,3.07,1418,12.35,0.12,3.28,35,0:18:59
8.94,3.14,1419,12.36,0.12,3.28,35,0:19:00
8.94,3.08,1420,12.37,0.12,3.28,35,0:19:01
8.95,3.1,1420,12.38,0.12,3.28,35,0:19:02
8.94,3.05,1421,12.39,0.1,3.28,35,0:19:03
8.94,3.14,1422,12.39,3.47,3.28,35,0:19:04
8.93,3.07,1423,12.4,0.12,3.28,35,0:19:05
8.95,3.1,1424,12.41,0.12,3.28,35,0:19:06
8.95,3.13,1425,12.42,0.12,3.28,35,0:19:07
8.95,3.1,1426,12.42,0.12,3.28,35,0:19:08
8.95,3.1,1426,12.43,3.47,3.28,35,0:19:09
8.95,3.09,1427,12.44,0.12,3.28,35,0:19:10
8.95,3.1,1428,12.45,0.12,3.28,35,0:19:11
8.95,3.11,1429,12.45,0.12,3.28,35,0:19:12
8.95,3.09,1430,12.46,0.11,3.28,35,0:19:13
8.94,3.1,1431,12.47,3.47,3.28,35,0:19:14
8.95,3.12,1432,12.48,0.12,3.28,35,0:19:15
8.95,3.13,1433,12.49,0.12,3.28,35,0:19:16
8.95,3.09,1433,12.49,0.12,3.28,35,0:19:17
8.95,3.13,1434,12.5,3.47,3.28,35,0:19:18
8.95,3.06,1435,12.51,3.47,3.28,35,0:19:19
8.95,3.05,1436,12.52,0.13,3.28,35,0:19:20
8.98,3.08,1437,12.52,0.12,3.28,35,0:19:21
8.96,3.13,1438,12.53,3.47,3.28,35,0:19:22
8.95,3.13,1439,12.54,3.47,3.28,35,0:19:23
8.95,3.08,1439,12.55,3.47,3.28,35,0:19:24
8.96,3.08,1440,12.56,0.12,3.28,35,0:19:25
8.95,3.08,1441,12.56,0.12,3.28,35,0:19:26
8.97,3.11,1442,12.57,0.12,3.28,35,0:19:27
8.97,3.12,1443,12.58,0.12,3.28,35,0:19:28
8.96,3.05,1444,12.59,0.12,3.28,35,0:19:29
8.97,3.13,1445,12.59,0.12,3.28,35,0:19:30
8.96,3.1,1445,12.6,0.09,3.28,35,0:19:31
8.96,3.08,1446,12.61,0.1,3.28,35,0:19:32
8.96,3.08,1447,12.62,0.12,3.28,35,0:19:33
8.97,3.07,1448,12.62,0.12,3.28,35,0:19:34
8.98,3.09,1449,12.63,0.12,3.28,35,0:19:35
8.96,3.11,1450,12.64,0.12,3.28,35,0:19:36
8.97,3.06,1451,12.65,3.47,3.28,35,0:19:37
8.98,3.1,1451,12.66,0.12,3.28,35,0:19:38
8.97,3.08,1452,12.66,0.12,3.28,35,0:19:39
8.96,3.13,1453,12.67,0.12,3.28,35,0:19:40
8.97,3.06,1454,12.68,0.12,3.28,35,0:19:41
8.97,3.07,1455,12.69,0.12,3.29,35,0:19:42
8.98,3.08,1456,12.69,0.11,3.28,35,0:19:43
8.98,3.06,1457,12.7,0.12,3.28,34,0:19:44
8.98,3.08,1457,12.71,0.12,3.28,35,0:19:45
8.98,3.13,1458,12.72,0.12,3.28,35,0:19:46
8.99,3.13,1459,12.72,0.12,3.28,35,0:19:47
8.98,3.06,1460,12.73,0.12,3.29,35,0:19:48
8.98,3.04,1461,12.74,0.12,3.28,35,0:19:49
8.99,3.12,1462,12.75,0.1,3.28,35,0:19:50
8.99,3.13,1463,12.76,3.47,3.28,35,0:19:51
8.99,3.1,1464,12.76,3.47,3.28,35,0:19:52
8.99,3.08,1464,12.77,0.12,3.28,35,0:19:53
8.99,3.11,1465,12.78,0.12,3.28,35,0:19:54
9.0,3.1,1466,12.79,0.12,3.28,34,0:19:55
8.99,3.08,1467,12.79,0.12,3.28,35,0:19:56
8.99,3.07,1468,12.8,0.12,3.28,34,0:19:57
8.99,3.07,1469,12.81,0.12,3.28,35,0:19:58
9.0,3.11,1470,12.82,0.12,3.28,34,0:19:59
8.99,3.06,1470,12.83,0.12,3.28,35,0:20:00
9.0,3.1,1471,12.83,3.47,3.28,35,0:20:01
9.0,3.08,1472,12.84,0.12,3.28,35,0:20:02
9.0,3.12,1473,12.85,0.12,3.28,35,0:20:03
9.0,3.05,1474,12.86,0.11,3.28,35,0:20:04
9.0,3.1,1475,12.86,0.12,3.28,35,0:20:05
9.0,3.12,1476,12.87,3.47,3.28,35,0:20:06
9.0,3.1,1476,12.88,0.12,3.28,35,0:20:07
9.0,3.11,1477,12.89,0.12,3.28,35,0:20:08
9.0,3.07,1478,12.9,0.12,3.28,35,0:20:09
9.0,3.14,1479,12.9,0.12,3.28,35,0:20:10
9.0,3.1,1480,12.91,3.47,3.28,34,0:20:11
9.0,3.06,1481,12.92,0.15,3.28,35,0:20:12
9.0,3.07,1482,12.93,0.12,3.29,34,0:20:13
9.0,3.08,1482,12.93,0.12,3.28,35,0:20:14
9.0,3.08,1483,12.94,0.12,3.28,35,0:20:15
9.0,3.09,1484,12.95,3.47,3.28,35,0:20:16
9.0,3.09,1485,12.96,0.12,3.28,35,0:20:17
9.0,3.08,1486,12.96,0.12,3.28,35,0:20:18
9.01,3.09,1487,12.97,0.12,3.28,35,0:20:19
9.01,3.1,1488,12.98,0.12,3.28,35,0:20:20
9.0,3.04,1488,12.99,0.12,3.29,35,0:20:21
9.02,3.13,1489,13.0,0.12,3.28,35,0:20:22
9.0,3.12,1490,13.0,0.12,3.28,35,0:20:23
9.01,3.12,1491,13.01,0.12,3.28,35,0:20:24
9.01,3.04,1492,13.02,0.12,3.28,34,0:20:25
9.02,3.14,1493,13.03,0.14,3.28,34,0:20:26
9.02,3.1,1494,13.03,3.47,3.28,35,0:20:27
9.0,3.08,1495,13.04,0.11,3.29,35,0:20:28
9.0,3.06,1495,13.05,0.12,3.28,35,0:20:29
9.03,3.12,1496,13.06,0.12,3.28,35,0:20:30
9.02,3.07,1497,13.07,0.12,3.28,35,0:20:31
9.01,3.11,1498,13.07,0.12,3.28,34,0:20:32
9.03,3.09,1499,13.08,0.11,3.28,35,0:20:33
9.03,3.06,1500,13.09,0.12,3.28,34,0:20:34
9.04,3.07,1501,13.1,0.12,3.28,35,0:20:35
9.02,3.04,1501,13.1,3.48,3.28,35,0:20:36
9.01,3.06,1502,13.11,3.48,3.28,34,0:20:37
9.02,3.07,1503,13.12,0.12,3.28,35,0:20:38
9.02,3.1,1504,13.13,0.12,3.28,35,0:20:39
9.04,3.11,1505,13.14,0.1,2.64,35,0:20:40
9.03,3.1,1506,13.14,0.09,3.28,35,0:20:41
9.03,3.1,1507,13.15,3.47,3.28,35,0:20:42
9.04,3.12,1507,13.16,0.12,3.28,35,0:20:43
9.03,3.08,1508,13.17,0.12,3.28,35,0:20:44
9.03,3.06,1509,13.17,0.11,3.28,35,0:20:45
9.04,3.13,1510,13.18,0.12,3.28,34,0:20:46
9.04,3.07,1511,13.19,3.47,3.28,35,0:20:47
9.04,3.05,1512,13.2,0.12,3.28,35,0:20:48
9.04,3.06,1513,13.2,0.11,3.28,35,0:20:49
9.06,3.13,1513,13.21,0.12,3.28,35,0:20:50
9.05,3.08,1514,13.22,0.1,1.69,35,0:20:51
9.05,3.06,1515,13.23,0.12,3.28,35,0:20:52
9.04,3.07,1516,13.24,0.12,3.28,34,0:20:53
9.08,3.08,1517,13.24,0.12,3.28,35,0:20:54
9.08,3.1,1518,13.25,0.12,3.28,35,0:20:55
9.04,3.1,1519,13.26,3.47,3.28,35,0:20:56
9.04,3.06,1519,13.27,3.47,3.28,35,0:20:57
9.08,3.06,1520,13.27,0.12,3.28,34,0:20:58
9.08,3.06,1521,13.28,0.12,3.28,34,0:20:59
9.08,3.1,1522,13.29,2.13,3.28,34,0:21:00
9.08,3.1,1523,13.3,2.13,3.28,34,0:21:01
9.09,3.08,1524,13.31,0.12,3.28,35,0:21:02
9.09,3.08,1525,13.31,0.12,3.28,35,0:21:03
9.09,3.14,1525,13.32,0.11,3.28,35,0:21:04
9.09,3.14,1526,13.33,0.11,3.28,34,0:21:05
9.05,3.16,1527,13.34,0.12,3.29,35,0:21:06
9.05,3.16,1528,13.35,0.12,3.29,34,0:21:07
9.09,3.09,1529,13.35,0.12,3.28,35,0:21:08
9.09,3.09,1530,13.36,0.12,3.28,35,0:21:09
9.09,3.08,1531,13.37,0.12,3.29,35,0:21:10
9.09,3.08,1531,13.38,0.12,3.29,34,0:21:11
9.09,3.08,1532,13.38,0.12,3.28,35,0:21:12
9.09,3.08,1533,13.39,0.12,3.28,34,0:21:13
9.1,3.05,1534,13.4,0.12,3.28,34,0:21:14
9.1,3.05,1535,13.41,0.12,3.28,34,0:21:15
9.11,3.07,1536,13.42,0.12,2.64,35,0:21:16
9.11,3.07,1537,13.42,0.12,2.64,35,0:21:17
9.09,3.06,1537,13.43,0.12,3.28,34,0:21:18
9.09,3.12,1538,13.44,0.12,3.28,35,0:21:19
9.1,3.08,1539,13.45,0.12,3.28,35,0:21:20
9.1,3.08,1540,13.45,0.12,3.28,34,0:21:21
9.1,3.08,1541,13.46,0.12,3.28,34,0:21:22
9.1,3.08,1542,13.47,0.12,3.28,34,0:21:23
9.1,3.12,1543,13.48,0.12,3.28,35,0:21:24
9.1,3.12,1543,13.49,0.12,3.28,35,0:21:25
9.11,3.09,1544,13.49,0.12,3.28,35,0:21:26
9.1,3.12,1545,13.5,0.12,3.28,34,0:21:27
9.12,3.11,1546,13.51,0.12,3.28,35,0:21:28
9.12,3.11,1547,13.52,0.12,3.28,35,0:21:29
9.12,3.1,1548,13.53,0.12,3.28,35,0:21:30
9.11,3.07,1549,13.53,0.12,3.28,34,0:21:31
9.11,3.12,1550,13.54,0.12,3.28,34,0:21:32
9.11,3.11,1550,13.55,0.11,3.28,35,0:21:33
9.11,3.08,1551,13.56,0.1,3.28,35,0:21:34
9.12,3.08,1552,13.56,0.12,3.28,35,0:21:35
9.12,3.1,1553,13.57,0.12,3.29,35,0:21:36
9.12,3.12,1554,13.58,0.12,3.28,35,0:21:37
9.11,3.05,1555,13.59,0.11,3.29,34,0:21:38
9.12,3.14,1556,13.6,3.47,3.28,34,0:21:39
9.12,3.08,1556,13.6,3.47,3.28,35,0:21:40
9.12,3.08,1557,13.61,0.12,2.38,34,0:21:41
9.12,3.1,1558,13.62,0.12,3.28,35,0:21:42
9.12,3.1,1559,13.63,3.47,3.28,35,0:21:43
9.12,3.11,1560,13.64,3.47,3.28,34,0:21:44
9.12,3.1,1561,13.64,0.12,3.28,35,0:21:45
9.13,3.06,1562,13.65,0.11,3.28,34,0:21:46
9.12,3.06,1562,13.66,0.12,3.28,35,0:21:47
9.12,3.13,1563,13.67,0.12,3.28,35,0:21:48
9.12,3.06,1564,13.67,0.12,3.28,34,0:21:49
9.12,3.09,1565,13.68,0.12,3.28,34,0:21:50
9.12,3.04,1566,13.69,0.12,3.28,35,0:21:51
9.12,3.07,1567,13.7,0.12,3.28,34,0:21:52
9.12,3.06,1568,13.71,0.12,3.28,34,0:21:53
9.14,3.1,1568,13.71,0.12,3.28,35,0:21:54
9.14,3.08,1569,13.72,0.11,3.28,35,0:21:55
9.12,3.05,1570,13.73,0.12,3.28,35,0:21:56
9.12,3.05,1571,13.74,0.11,3.28,35,0:21:57
9.13,3.08,1572,13.74,0.09,3.28,34,0:21:58
9.13,3.13,1573,13.75,0.12,3.28,34,0:21:59
9.14,3.08,1574,13.76,0.11,3.28,34,0:22:00
9.12,3.07,1574,13.77,0.12,3.28,34,0:22:01
9.13,3.1,1575,13.78,0.12,3.28,34,0:22:02
9.13,3.07,1576,13.78,0.12,3.28,34,0:22:03
9.13,3.08,1577,13.79,0.1,3.28,35,0:22:04
9.14,3.02,1578,13.8,0.12,3.28,34,0:22:05
9.14,3.09,1579,13.81,0.12,3.28,35,0:22:06
9.14,3.06,1580,13.82,0.12,3.28,34,0:22:07
9.14,3.1,1580,13.82,0.12,3.28,35,0:22:08
9.14,3.09,1581,13.83,0.09,3.29,34,0:22:09
9.15,3.1,1582,13.84,0.12,3.28,34,0:22:10
9.16,3.11,1583,13.85,0.12,3.28,34,0:22:11
9.14,3.12,1584,13.85,0.12,3.28,34,0:22:12
9.15,3.09,1585,13.86,3.28,3.28,34,0:22:13
9.15,3.09,1586,13.87,0.12,3.28,34,0:22:14
9.16,3.08,1586,13.88,0.12,3.28,34,0:22:15
9.15,3.12,1587,13.89,0.12,3.29,34,0:22:16
9.16,3.07,1588,13.89,0.12,3.28,34,0:22:17
9.15,3.15,1589,13.9,3.47,3.28,35,0:22:18
9.16,3.08,1590,13.91,0.12,3.28,34,0:22:19
9.16,3.06,1591,13.92,3.47,3.28,34,0:22:20
9.16,3.06,1592,13.93,0.12,3.28,35,0:22:21
9.16,3.12,1593,13.93,0.12,3.28,35,0:22:22
9.16,3.13,1593,13.94,0.1,3.28,34,0:22:23
9.16,3.08,1594,13.95,0.1,1.69,35,0:22:24
9.16,3.08,1595,13.96,0.12,3.28,34,0:22:25
9.16,3.13,1596,13.97,0.11,3.28,34,0:22:26
9.17,3.08,1597,13.97,0.12,3.28,35,0:22:27
9.16,3.05,1598,13.98,0.12,3.28,35,0:22:28
9.17,3.1,1599,13.99,3.47,3.28,35,0:22:29
9.17,3.04,1599,14.0,0.12,3.28,34,0:22:30
9.16,3.07,1600,14.0,0.12,3.28,35,0:22:31
9.18,3.12,1601,14.01,0.12,3.28,35,0:22:32
9.17,3.09,1602,14.02,0.12,3.28,34,0:22:33
9.18,3.08,1603,14.03,0.12,3.28,35,0:22:34
9.18,3.1,1604,14.04,0.12,3.28,35,0:22:35
9.16,3.08,1605,14.04,0.12,3.29,35,0:22:36
9.18,3.09,1605,14.05,0.12,3.28,35,0:22:37
9.17,3.13,1606,14.06,3.47,3.28,34,0:22:38
9.17,3.09,1607,14.07,3.47,3.28,35,0:22:39
9.17,3.06,1608,14.08,3.47,3.28,34,0:22:40
9.12,2.62,1609,14.08,0.11,3.31,34,0:22:41
9.12,2.59,1609,14.09,0.11,3.3,34,0:22:42
9.12,2.58,1610,14.1,0.11,3.31,34,0:22:43
9.11,2.61,1611,14.1,0.1,3.31,34,0:22:44
9.11,2.58,1612,14.11,0.11,3.3,35,0:22:45
9.12,2.59,1612,14.11,0.11,3.3,34,0:22:46
9.12,2.59,1613,14.12,0.11,3.31,35,0:22:47
9.12,2.61,1614,14.13,0.09,3.3,34,0:22:48
9.11,2.59,1614,14.13,0.11,3.31,34,0:22:49
9.11,2.58,1615,14.14,0.11,3.3,34,0:22:50
9.12,2.6,1616,14.15,0.11,3.3,34,0:22:51
9.12,2.59,1617,14.15,0.11,3.31,34,0:22:52
9.11,2.58,1617,14.16,0.12,3.3,35,0:22:53
9.12,2.58,1618,14.17,0.11,3.31,34,0:22:54
9.12,2.58,1619,14.17,0.11,3.3,34,0:22:55
9.12,2.58,1620,14.18,0.11,3.3,34,0:22:56
9.11,2.59,1620,14.19,3.3,3.3,34,0:22:57
9.11,2.58,1621,14.19,0.11,3.3,34,0:22:58
9.12,2.61,1622,14.2,0.11,3.31,34,0:22:59
9.12,2.58,1622,14.21,0.11,3.31,34,0:23:00
9.12,2.62,1623,14.21,3.47,3.31,34,0:23:01
9.12,2.61,1624,14.22,0.11,3.3,34,0:23:02
9.12,2.6,1625,14.23,0.11,3.31,34,0:23:03
9.12,2.61,1625,14.23,0.11,3.31,34,0:23:04
9.12,2.61,1626,14.24,3.3,2.02,34,0:23:05
9.12,2.57,1627,14.25,3.47,3.3,34,0:23:06
9.12,2.6,1627,14.25,3.47,3.31,34,0:23:07
9.12,2.6,1628,14.26,0.11,3.31,34,0:23:08
9.12,2.6,1629,14.27,0.12,3.31,34,0:23:09
9.12,2.6,1630,14.27,0.12,2.02,34,0:23:10
9.12,2.55,1630,14.28,3.47,3.31,34,0:23:11
9.12,2.6,1631,14.29,0.12,3.3,35,0:23:12
9.12,2.6,1632,14.29,0.11,3.3,34,0:23:13
9.12,2.59,1633,14.3,0.11,3.3,34,0:23:14
9.12,2.61,1633,14.31,3.3,3.3,34,0:23:15
9.12,2.62,1634,14.31,3.47,3.31,34,0:23:16
9.12,2.62,1635,14.32,0.11,3.3,34,0:23:17
9.12,2.59,1635,14.33,0.11,3.3,34,0:23:18
9.12,2.6,1636,14.33,0.11,3.31,34,0:23:19
9.12,2.59,1637,14.34,0.09,3.3,35,0:23:20
9.12,2.6,1638,14.35,0.11,3.3,34,0:23:21
9.12,2.6,1638,14.35,0.11,3.31,34,0:23:22
9.12,2.58,1639,14.36,0.11,3.31,33,0:23:23
9.13,2.6,1640,14.37,3.3,3.3,34,0:23:24
9.13,2.59,1640,14.37,0.11,3.3,34,0:23:25
9.13,2.6,1641,14.38,0.11,3.3,34,0:23:26
9.13,2.58,1642,14.38,0.11,3.3,33,0:23:27
9.13,2.59,1643,14.39,0.11,3.31,34,0:23:28
9.12,2.56,1643,14.4,3.47,3.3,34,0:23:29
9.13,2.56,1644,14.4,0.12,3.3,34,0:23:30
9.13,2.59,1645,14.41,0.11,3.3,34,0:23:31
9.12,2.58,1646,14.42,0.11,3.3,34,0:23:32
9.12,2.59,1646,14.42,3.47,3.31,34,0:23:33
9.14,2.57,1647,14.43,3.47,3.3,34,0:23:34
9.14,2.59,1648,14.44,3.47,3.3,34,0:23:35
9.13,2.61,1648,14.44,0.11,3.3,34,0:23:36
9.13,2.6,1649,14.45,0.11,3.31,33,0:23:37
9.13,2.58,1650,14.46,0.11,3.31,33,0:23:38
9.15,2.6,1651,14.46,0.09,3.3,34,0:23:39
9.14,2.6,1651,14.47,0.11,3.3,34,0:23:40
9.13,2.62,1652,14.48,0.11,3.31,34,0:23:41
9.14,2.6,1653,14.48,0.11,3.3,34,0:23:42
9.14,2.61,1653,14.49,0.11,3.31,34,0:23:43
9.13,2.6,1654,14.5,3.47,2.02,34,0:23:44
9.14,2.62,1655,14.5,0.11,3.31,33,0:23:45
9.15,2.6,1656,14.51,0.12,3.3,34,0:23:46
9.14,2.55,1656,14.52,0.11,3.3,34,0:23:47
9.15,2.6,1657,14.52,3.47,3.3,34,0:23:48
9.08,2.09,1658,14.53,0.11,3.33,34,0:23:49
9.06,2.12,1658,14.53,0.11,3.33,34,0:23:50
9.08,2.08,1659,14.54,0.11,3.32,33,0:23:51
9.08,2.08,1659,14.54,0.12,3.32,34,0:23:52
9.07,2.09,1660,14.55,3.32,3.33,34,0:23:53
9.06,2.08,1661,14.56,0.1,3.32,34,0:23:54
9.04,2.06,1661,14.56,0.11,3.32,34,0:23:55
9.08,2.13,1662,14.57,0.11,3.32,34,0:23:56
9.05,2.06,1662,14.57,0.11,3.33,34,0:23:57
9.07,2.11,1663,14.58,0.11,3.33,34,0:23:58
9.06,2.08,1663,14.58,3.47,3.33,34,0:23:59
9.05,2.11,1664,14.59,0.11,3.32,34,0:24:00
9.04,2.08,1665,14.59,0.11,3.33,33,0:24:01
9.05,2.08,1665,14.6,0.11,3.33,33,0:24:02
9.05,2.09,1666,14.6,0.09,2.68,34,0:24:03
9.05,2.08,1666,14.61,0.11,3.32,33,0:24:04
9.04,2.09,1667,14.61,0.11,3.33,34,0:24:05
9.05,2.09,1668,14.62,0.11,3.33,34,0:24:06
9.08,2.09,1668,14.62,0.11,3.33,34,0:24:07
9.05,2.12,1669,14.63,3.47,3.33,34,0:24:08
9.05,2.08,1669,14.63,0.12,3.33,34,0:24:09
9.08,2.1,1670,14.64,0.11,3.32,34,0:24:10
9.07,2.11,1670,14.64,0.11,3.32,34,0:24:11
9.09,2.08,1671,14.65,0.12,3.32,33,0:24:12
9.08,2.07,1672,14.66,0.12,3.32,34,0:24:13
9.08,2.09,1672,14.66,0.11,3.33,33,0:24:14
9.06,2.07,1673,14.67,0.11,3.33,33,0:24:15
9.08,2.1,1673,14.67,0.1,3.32,34,0:24:16
9.08,2.12,1674,14.68,0.09,3.0,34,0:24:17
9.08,2.11,1675,14.68,3.47,3.33,33,0:24:18
9.05,2.11,1675,14.69,0.11,3.33,34,0:24:19
9.05,2.12,1676,14.69,0.11,3.33,34,0:24:20
9.07,2.07,1676,14.7,0.11,3.33,34,0:24:21
9.08,2.12,1677,14.7,0.1,3.33,33,0:24:22
9.09,2.06,1677,14.71,0.11,3.33,33,0:24:23
9.06,2.12,1678,14.71,0.11,3.33,34,0:24:24
9.08,2.1,1679,14.72,0.11,3.33,34,0:24:25
9.08,2.12,1679,14.72,0.11,3.33,33,0:24:26
9.08,2.11,1680,14.73,0.12,3.32,34,0:24:27
9.08,2.09,1680,14.73,0.11,3.33,33,0:24:28
9.08,2.11,1681,14.74,0.11,3.32,33,0:24:29
9.09,2.08,1682,14.75,0.11,3.33,33,0:24:30
9.08,2.09,1682,14.75,3.47,3.33,34,0:24:31
9.08,2.13,1683,14.76,3.47,3.32,33,0:24:32
9.07,2.11,1683,14.76,3.47,3.33,34,0:24:33
9.08,2.1,1684,14.77,0.11,3.32,34,0:24:34
9.08,2.12,1685,14.77,0.62,3.33,33,0:24:35
9.09,2.1,1685,14.78,0.12,3.32,33,0:24:36
9.09,2.11,1686,14.78,3.47,2.03,33,0:24:37
9.09,2.11,1686,14.79,0.11,3.33,33,0:24:38
9.09,2.09,1687,14.79,2.68,3.32,33,0:24:39
9.1,2.13,1687,14.8,0.1,3.32,34,0:24:40
9.1,2.07,1688,14.8,0.1,3.32,33,0:24:41
9.1,2.14,1689,14.81,0.11,3.32,33,0:24:42
9.1,2.06,1689,14.81,0.11,3.32,34,0:24:43
9.1,2.12,1690,14.82,0.11,3.33,34,0:24:44
